link,fileName,title,description,category
https://video.vnexpress.net/khoanh-khac-uav-lancet-tap-kich-phao-himars-m109-ukraine-4817464.html,"Khoảnh khắc UAV Lancet tập kích pháo HIMARS, M109 Ukraine.mp3","Khoảnh khắc UAV Lancet tập kích pháo HIMARS, M109 Ukraine",Video trên Telegram cho thấy UAV Lancet Nga tấn công pháo phản lực HIMARS Ukraine đang di chuyển tại tỉnh Zaporizhzhia và pháo tự hành M109 ẩn nấp ở Donetsk.,Thế giới
https://video.vnexpress.net/nu-tro-ly-co-biet-danh-may-in-cua-ong-trump-4816279.html,Nữ trợ lý có biệt danh 'máy in' của ông Trump.mp3,Nữ trợ lý có biệt danh 'máy in' của ông Trump,"Natalie Harp, 32 tuổi, luôn theo sát ông Trump, tay xách túi đựng máy in cầm tay, pin và giấy in.",Thế giới
https://video.vnexpress.net/video-hau-truong-he-lo-cach-ong-trump-phan-bac-doi-thu-tren-mang-xa-hoi-4815897.html,Video hậu trường hé lộ cách ông Trump phản bác đối thủ trên mạng xã hội.mp3,Video hậu trường hé lộ cách ông Trump phản bác đối thủ trên mạng xã hội,Video về hậu trường tranh cử cho thấy ông Trump vừa xem truyền hình trực tiếp bài phát biểu của bà Harris vừa đưa ra phản bác để trợ lý đánh máy và chia sẻ lên mạng xã hội.,Thế giới
https://video.vnexpress.net/may-bay-co-the-den-dich-khi-chi-lo-lung-tai-cho-khong-4831446.html,Máy bay có thể đến đích khi chỉ lơ lửng tại chỗ không-.mp3,Máy bay có thể đến đích khi chỉ lơ lửng tại chỗ không?,"Trái Đất luôn tự quay từ tây sang đông, nhưng việc máy bay lơ lửng tại chỗ để chờ mặt đất bên dưới tự quay đến đích không khả thi.",Khoa học
https://video.vnexpress.net/nhung-thanh-tuu-vu-tru-cua-trung-quoc-nam-2024-4831718.html,Những thành tựu vũ trụ của Trung Quốc năm 2024.mp3,Những thành tựu vũ trụ của Trung Quốc năm 2024,"Ngoài đạt được những lần đầu tiên và kỷ lục mới, Trung Quốc năm nay còn chứng kiến sự phát triển vượt bậc của thị trường vũ trụ thương mại.",Khoa học
https://video.vnexpress.net/nha-may-dep-nhat-trung-quoc-4807187.html,Nhà máy 'đẹp nhất' Trung Quốc.mp3,Nhà máy 'đẹp nhất' Trung Quốc,"Cơ sở sản xuất dược phẩm ở tỉnh Giang Tây phát triển bền vững nhờ giữ lại thảm thực vật, khai thác năng lượng sạch và tái chế chất thải.",Khoa học
https://video.vnexpress.net/cong-nghe-ve-tinh-phuc-vu-nong-nghiep-o-trung-quoc-4796272.html,Công nghệ vệ tinh phục vụ nông nghiệp ở Trung Quốc.mp3,Công nghệ vệ tinh phục vụ nông nghiệp ở Trung Quốc,"Công nghệ vệ tinh giúp các chuyên gia theo dõi tình trạng gió, độ ẩm, côn trùng gây hại và nhiều yếu tố khác trong vùng đất nông nghiệp",Khoa học
https://video.vnexpress.net/tau-cho-hang-tu-lai-tai-trong-10-800-tan-chay-thu-nghiem-4797936.html,Tàu chở hàng tự lái tải trọng 10.800 tấn chạy thử nghiệm.mp3,Tàu chở hàng tự lái tải trọng 10.800 tấn chạy thử nghiệm,"Trung Quốc hôm 26/9 thử nghiệm thành công tàu chở hàng nặng không người lái, đánh dấu bước đột phá trong công nghệ đường sắt.",Khoa học
https://video.vnexpress.net/trung-quoc-xay-van-ly-truong-thanh-pin-mat-troi-dai-400-km-4786489.html,Trung Quốc xây 'Vạn lý trường thành' pin mặt trời dài 400 km.mp3,Trung Quốc xây 'Vạn lý trường thành' pin mặt trời dài 400 km,Hệ thống pin mặt trời trải dài 400 km với chiều rộng trung bình 5 km trên sa mạc dự kiến cung cấp điện cho hơn 300.000 người mỗi năm.,Khoa học
https://docs.google.com/spreadsheets/d/1vmXtackZlkAFDGpGOnrPY0YuiGhwRk8p11ohIolOFzY/edit?gid=0#gid=0,Biển người xô đẩy vào mua vé trận lượt về Việt Nam - Singapore.mp3,Biển người xô đẩy vào mua vé trận lượt về Việt Nam - Singapore,"Dòng người hâm mộ chen lấn, xô đẩy nhau ở trung tâm TDTT tỉnh Phú Thọ để mua vé xem trận bán kết lượt về ASEAN Cup giữa Việt Nam - Singapore, sáng 27/12.",Thể thao
https://video.vnexpress.net/tuyen-viet-nam-don-giang-sinh-tai-singapore-4831828.html,Tuyển Việt Nam đón Giáng sinh tại Singapore.mp3,Tuyển Việt Nam đón Giáng sinh tại Singapore,"Một thành viên trong ban huấn luyện đóng vai ông già Noel đi phát quà cho các cầu thủ trong đêm Giáng sinh ở Singapore, nơi đội tuyển chuẩn bị đá lượt đi bán kết ASEAN Cup.",Thể thao
https://video.vnexpress.net/90-phut-bung-no-cam-xuc-tran-viet-nam-thang-dam-myanmar-4830572.html,90 phút bùng nổ cảm xúc trận Việt Nam thắng đậm Myanmar.mp3,90 phút bùng nổ cảm xúc trận Việt Nam thắng đậm Myanmar,"Cổ động viên trên sân Việt Trì vỡ òa ăn mừng sau những bàn thắng liên tiếp của Việt Nam trước Myanmar ở lượt cuối bảng B, ASEAN Cup 2024.",Thể thao
https://video.vnexpress.net/cdv-tiep-lua-cho-tuyen-viet-nam-tren-san-viet-tri-4830533.html,CĐV tiếp lửa cho tuyển Việt Nam trên sân Việt Trì.mp3,CĐV tiếp lửa cho tuyển Việt Nam trên sân Việt Trì,"Dòng người đổ về sân Việt Trì cổ vũ cho tuyển Việt Nam gặp Myanmar với niềm tin các cầu thủ sẽ chơi áp đảo và mang về chiến thắng, tối 21/12.",Thể thao
https://video.vnexpress.net/cuoc-song-cua-anh-vien-sau-hai-nam-giai-nghe-4810026.html,Cuộc sống của Ánh Viên sau hai năm giải nghệ.mp3,Cuộc sống của Ánh Viên sau hai năm giải nghệ,"Từng là VĐV bơi lội thành công nhất trong lịch sử Việt Nam, sau hơn hai năm giải nghệ, Ánh Viên dành thời gian cho bản thân, làm mẫu quảng cáo và dạy bơi.",Thể thao
https://video.vnexpress.net/1-500-vdv-san-sang-chinh-phuc-dnse-aquaman-vietnam-4822265.html,1.500 VĐV sẵn sàng chinh phục DNSE Aquaman Vietnam.mp3,1.500 VĐV sẵn sàng chinh phục DNSE Aquaman Vietnam,"VĐV đổ về khu phát Bib, trải nghiệm các gian hàng, thử đường bơi trước khi bước vào hành trình chinh phục các cự ly bơi - chạy vào sáng 1/12.",Thể thao
https://video.vnexpress.net/nghia-khac-cua-tu-elephant-4703276.html,Nghĩa khác của từ 'elephant'.mp3,Nghĩa khác của từ 'elephant',"Elephant' nghĩa là con voi, nhưng cụm 'a white elephant' có nghĩa là ""bỏ thì thương, vương thì tội"" trong tiếng Việt.",Giáo dục
https://video.vnexpress.net/tin-tuc/giao-duc/cha-me-tiep-suc-cho-con-trong-mua-thi-4622624.html,Cha mẹ tiếp sức cho con trong mùa thi.mp3,Cha mẹ tiếp sức cho con trong mùa thi,"Những cái ôm, vẫy tay hay lời động viên của cha mẹ đã truyền động lực cho các sĩ tử trước khi vào thi tốt nghiệp THPT.",Giáo dục
https://video.vnexpress.net/sau-cach-noi-tuong-tu-i-don-t-know-4658789.html,Sáu cách nói tương tự 'I don't know'.mp3,Sáu cách nói tương tự 'I don't know',"Thầy Quang Nguyen, chuyên gia đào tạo nghe nói và phát âm tiếng Anh, hướng dẫn 6 cách diễn đạt khác ""I don't know"" khi muốn nói ""Tôi không biết"".",Giáo dục
https://video.vnexpress.net/cach-noi-tu-that-tu-nhien-4597710.html,Cách nói từ 'that' tự nhiên.mp3,Cách nói từ 'that' tự nhiên,"Thay vì nói từ ""that"" rõ ràng khiến bạn hơi vất vả, cô Moon Nguyen hướng dẫn cách nói giảm âm như người bản xứ để giao tiếp tự nhiên hơn.",Giáo dục
https://video.vnexpress.net/cach-noi-xang-dau-bang-tieng-anh-4599250.html,"Cách nói xăng, dầu bằng tiếng Anh.mp3","Cách nói xăng, dầu bằng tiếng Anh","Trong tiếng Anh, ""petroleum"" dùng để chỉ xăng dầu nói chung, nhưng để đổ xăng, người Mỹ có cách nói khác.",Giáo dục
https://video.vnexpress.net/cach-phat-am-cold-goal-va-shoulder-4575041.html,"Cách phát âm 'cold', 'goal' và 'shoulder'.mp3","Cách phát âm 'cold', 'goal' và 'shoulder'","Các từ ""cold"" (lạnh), ""goal"" (mục tiêu, khung thành) và ""shoulder"" (vai) đều chứa âm /ʊl/. Cô Moon Nguyen sẽ hướng dẫn bạn phát âm chính xác các từ này.",Giáo dục
https://video.vnexpress.net/tay-dua-lat-ngua-tren-duong-vuot-doc-4811457.html,Tay đua lật ngửa trên đường vượt dốc.mp3,Tay đua lật ngửa trên đường vượt dốc,"Nhiều tay đua bị lật ngửa xe khi vượt hàng loạt thử thách như dốc cao, chướng ngại vật, đầm lầy… tại giải đua off-road VOC 2024.",Xe
https://video.vnexpress.net/nhung-cach-giup-tre-tu-thoat-hiem-khi-bi-bo-quen-tren-xe-dua-don-4752536.html,Những cách giúp trẻ tự thoát hiểm khi bị bỏ quên trên xe đưa đón.mp3,Những cách giúp trẻ tự thoát hiểm khi bị bỏ quên trên xe đưa đón,"Khi bị bỏ quên trên xe đưa đón, trẻ em cần tiến về phía đầu xe, bấm còi, đèn cảnh báo, tự mở hoặc phá cửa để thoát ra ngoài.",Xe
https://video.vnexpress.net/xe-nu-tro-tai-tren-duong-dua-hep-quanh-co-4811631.html,"Xế nữ trổ tài trên đường đua hẹp, quanh co.mp3","Xế nữ trổ tài trên đường đua hẹp, quanh co","Trà My và Thuỳ Dương nằm trong 22 tay đua xuất sắc được tuyển chọn từ miền Bắc và miền Nam, tranh tài trên đường đua hẹp, quanh co của giải Gymkhana.",Xe
https://video.vnexpress.net/hang-tram-nguoi-lai-thu-xe-tai-trien-lam-xe-ben-vung-viet-nam-2024-4825058.html,Hàng trăm người lái thử xe tại Triển lãm xe bền vững Việt Nam 2024.mp3,Hàng trăm người lái thử xe tại Triển lãm xe bền vững Việt Nam 2024,"Khu vực đăng ký lái thử, trải nghiệm xe mới hút khách tham quan trong ngày đầu tiên Triển lãm xe bền vững Việt Nam 2024.",Xe
https://video.vnexpress.net/tau-khong-ray-duoc-de-xuat-cho-ha-noi-chay-the-nao-4736297.html,Tàu không ray được đề xuất cho Hà Nội chạy thế nào.mp3,Tàu không ray được đề xuất cho Hà Nội chạy thế nào,"Tàu ART chạy bằng bánh lốp trên đường dành riêng, sử dụng pin lithium tốc độ hành trình đạt 70-100 km/h, tàu dài 3-5 toa chở mỗi toa 100 khách.",Xe
https://video.vnexpress.net/csgt-dan-phan-quang-cho-xe-van-tai-tren-cao-toc-4721721.html,CSGT dán phản quang cho xe vận tải trên cao tốc.mp3,CSGT dán phản quang cho xe vận tải trên cao tốc,"Trên tuyến Pháp Vân - Cầu Giẽ, CSGT hỗ trợ dán phản quang vào đuôi xe cho các phương tiện vận tải hành khách để tăng nhận diện và di chuyển an toàn trong đêm.",Xe
https://video.vnexpress.net/trai-nghiem-kham-pha-nha-tho-noi-tieng-the-gioi-bang-cong-nghe-ai-4814703.html,Trải nghiệm khám phá nhà thờ nổi tiếng thế giới bằng công nghệ AI.mp3,Trải nghiệm khám phá nhà thờ nổi tiếng thế giới bằng công nghệ AI,Vương cung Thánh đường Thánh Peter được tái hiện trên môi trường số bằng 400.000 ảnh và công nghệ AI giúp người dân khắp thế giới được trải nghiệm mọi chi tiết phức tạp nhất trên web tương tác.,Số hóa
https://video.vnexpress.net/nut-camera-control-tren-iphone-16-hoat-dong-the-nao-4791453.html,Nút Camera Control trên iPhone 16 hoạt động thế nào.mp3,Nút Camera Control trên iPhone 16 hoạt động thế nào,"Camera Control vừa là nút bấm vật lý cho chức năng chụp, quay video vừa hỗ trợ cảm ứng lực để thay đổi cài đặt máy ảnh nhưng không dễ làm quen.",Số hóa
https://video.vnexpress.net/anh-gui-qua-zalo-messenger-thay-doi-dung-luong-the-nao-4808628.html,"Ảnh gửi qua Zalo, Messenger thay đổi dung lượng thế nào-.mp3","Ảnh gửi qua Zalo, Messenger thay đổi dung lượng thế nào?","Cùng một ảnh 4.240 x 2.832 pixel dung lượng 7 MB, ứng dụng Telegram, Lotus Chat có tùy chọn gửi file gốc, còn Zalo, Messenger đều nén khiến chất lượng giảm mạnh.",Số hóa
https://video.vnexpress.net/mixer-tien-ty-ban-dj-tram-trieu-tai-plase-show-2024-4816197.html,"Mixer tiền tỷ, bàn DJ trăm triệu tại Plase Show 2024.mp3","Mixer tiền tỷ, bàn DJ trăm triệu tại Plase Show 2024","Triển lãm Thiết bị Biểu diễn chuyên nghiệp (Plase Show) năm nay quy tụ loạt thiết bị chất lượng cao, bên cạnh điểm mới là các workshop chuyên sâu.",Số hóa
https://video.vnexpress.net/robot-hinh-nguoi-tien-them-mot-buoc-ra-doi-thuc-4783465.html,Robot hình người tiến thêm một bước ra đời thực.mp3,Robot hình người tiến thêm một bước ra đời thực,"Unitree Robotics, startup về robot của Trung Quốc, chuẩn bị sản xuất hàng loạt robot hình người G1 và bán với giá 16.000 USD (400 triệu đồng).",Số hóa
https://video.vnexpress.net/ba-diem-moi-tren-ung-dung-vneid-4777098.html,Ba điểm mới trên ứng dụng VNeID.mp3,Ba điểm mới trên ứng dụng VNeID,"VNeID cập nhật tính năng đăng ký xe lần đầu, đăng ký thông tin thường trú, tạm trú và liên kết tài khoản an sinh xã hội với ngân hàng.",Số hóa
https://video.vnexpress.net/du-khach-thich-thu-check-in-nha-tang-hinh-4825713.html,Du khách thích thú check-in nhà tàng hình.mp3,Du khách thích thú check-in nhà tàng hình,"Nhiều du khách ngạc nhiên, thích thú chụp ảnh cùng những ngôi nhà được vẽ tranh 3D hoà vào cảnh sắc thiên nhiên của cao nguyên đá, dọc quốc lộ 4C qua huyện Mèo Vạc.",Du lịch
https://video.vnexpress.net/tiem-pho-lam-banh-thu-cong-hut-khach-o-tp-hcm-4774243.html,Tiệm phở làm bánh thủ công hút khách ở TP HCM.mp3,Tiệm phở làm bánh thủ công hút khách ở TP HCM,"Bánh phở được tráng và cắt thủ công ngay tại quầy mở, chan nước dùng nóng hổi thơm mùi quế, hồi, tạo nét riêng cho tiệm ở quận 3, thu hút hàng trăm khách mỗi ngày.",Du lịch
https://video.vnexpress.net/khach-tay-hao-hung-trai-nghiem-choi-giang-sinh-o-ha-noi-4831683.html,Khách Tây hào hứng trải nghiệm chơi Giáng sinh ở Hà Nội.mp3,Khách Tây hào hứng trải nghiệm chơi Giáng sinh ở Hà Nội,"Nhiều du khách nước ngoài cảm nhận sự khác biệt về thời tiết, không khí đêm Giáng sinh ở Hà Nội khi hòa vào dòng người vui chơi tại nhà thờ Lớn và các tuyến phố trung tâm.",Du lịch
https://video.vnexpress.net/diem-tham-quan-vui-choi-dong-nghit-nguoi-4740451.html,"Điểm tham quan, vui chơi đông nghịt người.mp3","Điểm tham quan, vui chơi đông nghịt người","Người lớn, trẻ nhỏ đổ về các điểm tham quan, vui chơi giải trí tại Hà Nội, TP HCM cũng như nhiều tỉnh thành dù thời tiết nắng nóng, dịp nghỉ lễ 30/4.",Du lịch
https://video.vnexpress.net/cong-vien-mo-hinh-5-vi-than-khong-lo-o-da-lat-4736025.html,Công viên mô hình 5 vị thần khổng lồ ở Đà Lạt.mp3,Công viên mô hình 5 vị thần khổng lồ ở Đà Lạt,"Khu công viên chủ đề cổ tích ở TP Đà Lạt do anh Ngọc Tài xây dựng trong 8 năm, với các mô hình khổng lồ cử động, gầm gừ, thu hút nhiều khách tham quan.",Du lịch
https://video.vnexpress.net/trai-nghiem-lam-sushi-nhat-ban-o-ha-noi-4736934.html,Trải nghiệm làm sushi Nhật Bản ở Hà Nội.mp3,Trải nghiệm làm sushi Nhật Bản ở Hà Nội,"Dưới sự hướng dẫn của đầu bếp nhà hàng Nhật Bản, nhiều người Việt lần đầu được tự tay làm sushi tại triển lãm ""Tôi yêu Sushi"", ngày 21/4.",Du lịch
https://video.vnexpress.net/tin-tuc/suc-khoe/duoc-hau-giang-chung-tay-cham-soc-suc-khoe-cong-dong-4586417.html,Dược Hậu Giang chung tay chăm sóc sức khoẻ cộng đồng.mp3,Dược Hậu Giang chung tay chăm sóc sức khoẻ cộng đồng,"Ngày 18/3, Dược Hậu Giang phối hợp cùng AloBacsi tổ chức khám bệnh, phát thuốc miễn phí cho gần 1.000 bà con ở xã Vĩnh Quới, Thị xã Ngã Năm, tỉnh Sóc Trăng.",Sức khỏe
https://video.vnexpress.net/robot-ai-mot-nam-mo-thanh-cong-hon-100-ca-nao-tuy-song-4830812.html,"Robot AI một năm mổ thành công hơn 100 ca não, tủy sống.mp3","Robot AI một năm mổ thành công hơn 100 ca não, tủy sống","Robot trí tuệ nhân tạo (AI) đầu tiên được triển khai tại Bệnh viện Đa khoa Tâm Anh một năm qua hỗ trợ bác sĩ phẫu thuật thành công hơn 100 ca bệnh não, tủy sống.",Sức khỏe
https://video.vnexpress.net/5-cach-tu-nhien-de-duoi-muoi-trong-nha-3963556.html,5 cách tự nhiên để đuổi muỗi trong nhà.mp3,5 cách tự nhiên để đuổi muỗi trong nhà,"Trồng sả, bạc hà mèo, vạn thọ quanh nhà hoặc sử dụng tinh dầu sả, bạch đàn, tỏi cắt lát tạo ra mùi hương tự nhiên đuổi muỗi hiệu quả.",Sức khỏe
https://video.vnexpress.net/tin-tuc/suc-khoe/nghi-luc-cua-nguoi-phu-nu-bi-ung-thu-3975494.html,Nghị lực của người phụ nữ bị ung thư.mp3,Nghị lực của người phụ nữ bị ung thư,"Thay vì giấu bệnh, chị Vân Anh (TP HCM) đón nhận bằng cách tích cực và nhận lại bằng kết quả đầy khả quan.",Sức khỏe
https://video.vnexpress.net/thu-pham-gay-hai-cho-gan-tu-300-000-loai-nam-moc-3963068.html,Thủ phạm gây hại cho gan từ 300.000 loại nấm mốc.mp3,Thủ phạm gây hại cho gan từ 300.000 loại nấm mốc,"Nấm mốc trên đậu phộng, bắp sinh ra độc tố aflatoxin tích tụ trong cơ thể làm tổn thương gan, DNA, suy giảm hệ miễn dịch, nguy cơ ung thư.",Sức khỏe
https://video.vnexpress.net/nguy-co-suy-than-khi-thuong-nhin-tieu-3930036.html,Nguy cơ suy thận khi thường nhịn tiểu.mp3,Nguy cơ suy thận khi thường nhịn tiểu,Nín tiểu thường xuyên trong thời gian dài sẽ khiến nước tiểu quay trở lại thận gây suy thận và rối loạn hệ bài tiết.,Sức khỏe
